coin_id,coin_name,symbol,base,target,market_name,market_identifier,market_has_trading_incentive,price,volume,pp_total_volume,is_stale
sifchain,Sifchain,erowan,OH,ROWAN,Sifchain,sifchain,False,0.4087967889527156,4256.79,0.0007139092037783877,True
sifchain,Sifchain,erowan,PAID,ROWAN,Sifchain,sifchain,False,3.3516703089841795,2048.93,0.00034362747161538433,True
sifchain,Sifchain,erowan,IOTX,ROWAN,Sifchain,sifchain,False,0.8938571604444863,1667.83,0.00027971292625140267,True
sifchain,Sifchain,erowan,ERN,ROWAN,Sifchain,sifchain,False,60.84489247138099,980.42,0.00016442691830426375,True
sifchain,Sifchain,erowan,OCEAN,ROWAN,Sifchain,sifchain,False,5.303997432620328,379.74,6.368645882056784e-05,True
sifchain,Sifchain,erowan,RFUEL,ROWAN,Sifchain,sifchain,False,0.3122188991640492,313.16,5.25202808349108e-05,True
sifchain,Sifchain,erowan,RLY,ROWAN,Sifchain,sifchain,False,2.005293148281705,214.97,3.6052767821818794e-05,True
sifchain,Sifchain,erowan,1INCH,ROWAN,Sifchain,sifchain,False,14.797662945050597,213.46,3.579952467435195e-05,True
sifchain,Sifchain,erowan,COMP,ROWAN,Sifchain,sifchain,False,1398.179092159065,73.6,1.2343507055337317e-05,True
sifchain,Sifchain,erowan,SXP,ROWAN,Sifchain,sifchain,False,9.3026616581275,58.55,9.81946111535326e-06,True
sifchain,Sifchain,erowan,SRM,ROWAN,Sifchain,sifchain,False,21.413904612494967,38.34,6.430027995946098e-06,True
sifchain,Sifchain,erowan,SHIB,ROWAN,Sifchain,sifchain,False,0.0001898588256336798,32.84,5.507619180669532e-06,True
sifchain,Sifchain,erowan,TOKE,ROWAN,Sifchain,sifchain,False,411.8539789043609,29.06,4.873672758534e-06,True
sifchain,Sifchain,erowan,LRC,ROWAN,Sifchain,sifchain,False,12.843540590725176,27.53,4.617075397193429e-06,True
sifchain,Sifchain,erowan,SUSHI,ROWAN,Sifchain,sifchain,False,47.12706827749836,24.08,4.038473503974492e-06,True
sifchain,Sifchain,erowan,GRT,ROWAN,Sifchain,sifchain,False,3.722480890121601,19.5,3.2703585268896427e-06,True
sifchain,Sifchain,erowan,SUSD,ROWAN,Sifchain,sifchain,False,5.969631937364197,8.5,1.4255408963365108e-06,True
sifchain,Sifchain,erowan,CONV,ROWAN,Sifchain,sifchain,False,0.08471738046723322,6.88,1.1538495725641406e-06,True
sifchain,Sifchain,erowan,AKRO,ROWAN,Sifchain,sifchain,False,0.14596037742005272,5.41,9.073148528447675e-07,True
sifchain,Sifchain,erowan,TSHP,ROWAN,Sifchain,sifchain,False,0.002157284342173553,4.32,7.245101967263208e-07,True
sifchain,Sifchain,erowan,BAL,ROWAN,Sifchain,sifchain,False,121.4539256028774,4.23,7.094162342945225e-07,True
sifchain,Sifchain,erowan,RAIL,ROWAN,Sifchain,sifchain,False,17.01676941939576,2.99,5.014549741230786e-07,True
sifchain,Sifchain,erowan,LEASH,ROWAN,Sifchain,sifchain,False,24895.024837341305,2.4,4.0250566484795596e-07,True
sifchain,Sifchain,erowan,B20,ROWAN,Sifchain,sifchain,False,4.071539218371814,1.85,3.1026478332029943e-07,True
sifchain,Sifchain,erowan,SNX,ROWAN,Sifchain,sifchain,False,37.32511345495773,1.1,1.844817630553132e-07,True
sifchain,Sifchain,erowan,DFYN,ROWAN,Sifchain,sifchain,False,1.731520759923727,1.06,1.7777333530784725e-07,True
sifchain,Sifchain,erowan,REEF,ROWAN,Sifchain,sifchain,False,0.11339663222105206,0.968068,1.623553558158463e-07,True
sifchain,Sifchain,erowan,DNXC,ROWAN,Sifchain,sifchain,False,1.6471630116424298,0.292351,4.903038900998533e-08,True
sifchain,Sifchain,erowan,OGN,ROWAN,Sifchain,sifchain,False,4.295030339372236,0.189396,3.1763734541476446e-08,True
sifchain,Sifchain,erowan,ANT,ROWAN,Sifchain,sifchain,False,67.50002409733374,6903.18,0.0011577371064437972,True
sifchain,Sifchain,erowan,AAVE,ROWAN,Sifchain,sifchain,False,1491.6431149943437,520.86,8.735379191362765e-05,True
sifchain,Sifchain,erowan,COCOS,ROWAN,Sifchain,sifchain,False,14.68785244248373,102.61,1.7208794279186986e-05,True
sifchain,Sifchain,erowan,UNI,ROWAN,Sifchain,sifchain,False,108.1736571975099,55.2,9.257630291502988e-06,True
sifchain,Sifchain,erowan,FRAX,ROWAN,Sifchain,sifchain,False,5.467371521828047,14.37,2.4100026682771366e-06,True
sifchain,Sifchain,erowan,QUICK,ROWAN,Sifchain,sifchain,False,1663.557530041983,5.95,9.978786274355576e-07,True
sifchain,Sifchain,erowan,AXS,ROWAN,Sifchain,sifchain,False,696.4824633847179,5.95,9.978786274355576e-07,True
sifchain,Sifchain,erowan,BOND,ROWAN,Sifchain,sifchain,False,114.99460452918133,4.17,6.993535926733236e-07,True
sifchain,Sifchain,erowan,UMA,ROWAN,Sifchain,sifchain,False,57.857754406008226,1.24,2.0796126017144392e-07,True
sifchain,Sifchain,erowan,KEEP,ROWAN,Sifchain,sifchain,False,4.152385941773435,0.603247,1.0117097283438954e-07,True
sifchain,Sifchain,erowan,KFT,ROWAN,Sifchain,sifchain,False,0.9238672604959245,0.04034114,6.7656405735101964e-09,True
ki,KI,xki,IBC/B547DC9B897E7C3AA5B824696110B8E3D2C31E3ED3F02FF363DCBAD82457E07E,UOSMO,Osmosis,osmosis,False,0.03159415402655397,134072,0.9654079898614591,False
ki,KI,xki,IBC/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,IBC/B547DC9B897E7C3AA5B824696110B8E3D2C31E3ED3F02FF363DCBAD82457E07E,Osmosis,osmosis,False,58.786449395,3444.72,0.02480428583772574,False
ki,KI,xki,XKI,USDC,Liquid,quoine,False,0.27,501.29,0.0036096229730118957,False
ki,KI,xki,XKI,BTC,Liquid,quoine,False,4.92e-06,515.79,0.0037140326622310546,True
osmosis,Osmosis,osmo,IBC/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,UOSMO,Osmosis,osmosis,False,4.753753194,40575886,0.4178035256513819,False
osmosis,Osmosis,osmo,IBC/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,UOSMO,Osmosis,osmosis,False,0.12297748879491946,29070645,0.2993358659860124,False
osmosis,Osmosis,osmo,IBC/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,UOSMO,Osmosis,osmosis,False,10.053064574,8546232,0.08799920870821307,False
osmosis,Osmosis,osmo,IBC/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,UOSMO,Osmosis,osmosis,False,1.852796363,5127418,0.05279621787897268,False
osmosis,Osmosis,osmo,IBC/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,UOSMO,Osmosis,osmosis,False,0.6127498447418519,2671042,0.027503299983712454,False
osmosis,Osmosis,osmo,IBC/1480B8FD20AD5FCAE81EA87584D269547DD4D436843C1D20F15E00EB64743EF4,UOSMO,Osmosis,osmosis,False,0.31885461069125065,1206783,0.012426055024310538,False
osmosis,Osmosis,osmo,IBC/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,UOSMO,Osmosis,osmosis,False,0.06542539376508837,1413960,0.014559324055919023,False
osmosis,Osmosis,osmo,IBC/0954E1C28EB7AF5B72D24F3BC2B47BBB2FDF91BDDFD57B74B99E133AED40972A,UOSMO,Osmosis,osmosis,False,0.7983377859908589,3090780,0.031825276249365896,False
osmosis,Osmosis,osmo,IBC/9712DBB13B9631EDFA9BF61B55F1B2D290B2ADB67E3A4EB3A875F3B6081B3B84,UOSMO,Osmosis,osmosis,False,0.0014150406078164445,683290,0.007035729818501874,False
osmosis,Osmosis,osmo,UION,UOSMO,Osmosis,osmosis,False,1061.008957593,1276136,0.01314017197334032,False
osmosis,Osmosis,osmo,IBC/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,UOSMO,Osmosis,osmosis,False,0.696907690202675,373076,0.0038415049799754206,False
osmosis,Osmosis,osmo,IBC/1DCC8A6CB5689018431323953344A9F6CC4D0BFB261E88C9F7777372C10CD076,UOSMO,Osmosis,osmosis,False,0.2184557730578349,253393,0.002609147925331331,False
osmosis,Osmosis,osmo,IBC/7C4D60AA95E5A7558B0A364860979CA34B7FF8AAF255B87AF9E879374470CEC0,UOSMO,Osmosis,osmosis,False,0.011061518731523242,193846,0.0019960018182577153,False
osmosis,Osmosis,osmo,IBC/5973C068568365FFF40DEDCF1A1CB7582B6116B731CD31A12231AE25E20B871F,UOSMO,Osmosis,osmosis,False,0.1305617436823006,1337295,0.01376991659124744,False
osmosis,Osmosis,osmo,IBC/B547DC9B897E7C3AA5B824696110B8E3D2C31E3ED3F02FF363DCBAD82457E07E,UOSMO,Osmosis,osmosis,False,0.03159415402655397,134072,0.0013805183278347163,False
osmosis,Osmosis,osmo,IBC/4E5444C35610CC76FC94E7F7886B93121175C28262DDFDDE6F84E82BF2425452,UOSMO,Osmosis,osmosis,False,0.054496710779405724,347301,0.0035761038529694847,False
osmosis,Osmosis,osmo,IBC/1DC495FCEFDA068A3820F903EDBD78B942FBD204D7E93D3BA2B432E9669D1A59,UOSMO,Osmosis,osmosis,False,0.14609029879973656,82390,0.0008483568905536001,False
osmosis,Osmosis,osmo,IBC/D805F1DA50D31B96E4282C1D4181EDDFB1A44A598BFF5666F4B43E4B8BEA95A5,UOSMO,Osmosis,osmosis,False,0.01773558249583355,156756,0.0016140919132858374,False
osmosis,Osmosis,osmo,IBC/7A08C6F11EF0F59EB841B9F788A87EC9F2361C7D9703157EC13D940DC53031FA,UOSMO,Osmosis,osmosis,False,3.0092889026936357e-05,62218,0.0006406489745899247,False
osmosis,Osmosis,osmo,IBC/F3FF7A84A73B62921538642F9797C423D2B4C4ACB3C7FCFFCE7F12AA69909C4B,UOSMO,Osmosis,osmosis,False,0.09141092085590245,35125,0.00036167660857743905,False
osmosis,Osmosis,osmo,IBC/52B1AA623B34EB78FD767CEA69E8D7FA6C9CFE1FBF49C5406268FD325E2CC2AC,UOSMO,Osmosis,osmosis,False,0.007927064623849024,8301.43,8.547852096065509e-05,False
osmosis,Osmosis,osmo,UION,UOSMO,Osmosis,osmosis,False,1050.202625029,1041.31,1.0722205531039802e-05,False
osmosis,Osmosis,osmo,OSMO,ROWAN,Sifchain,sifchain,False,48.599039234038315,142683,0.0014691844424670388,False
osmosis,Osmosis,osmo,OSMO,USDT,CoinEx,coinex,False,11.0792,163290,0.0016813714851134525,False
osmosis,Osmosis,osmo,OSMO,BTC,CoinEx,coinex,False,0.00024458,15662.53,0.00016127461159124262,False
medibloc,Medibloc,med,MED,KRW,Upbit,upbit,False,67.3,3752265,0.9765592874327361,False
medibloc,Medibloc,med,MED,USDT,Gate.io,gate,False,0.05464,22051,0.005738962692448232,False
medibloc,Medibloc,med,MED,BTC,Upbit,upbit,False,1.2e-06,31358,0.008161189610892551,False
medibloc,Medibloc,med,MED,ETH,Gate.io,gate,False,1.4678e-05,638.42,0.00016615430420900638,False
medibloc,Medibloc,med,MED,BTC,Bittrex,bittrex,False,1.18e-06,1365.24,0.0003553154698761065,False
medibloc,Medibloc,med,MED,BTC,Upbit Indonesia ,upbit_indonesia,False,1.2e-06,31442,0.008183051334450017,False
medibloc,Medibloc,med,MED,USDT,Bittrex,bittrex,False,0.05373,77.81,2.0250722738170466e-05,True
certik,CertiK,ctk,CTK,USDT,Binance,binance,False,1.714,4028003,0.5484524271656944,False
certik,CertiK,ctk,CTK,USDT,HitBTC,hitbtc,False,1.71147,1258945,0.17141780701705417,False
certik,CertiK,ctk,CTK,USDT,MEXC Global,mxc,False,1.6926,374377,0.05097512944379912,False
certik,CertiK,ctk,CTK,USDT,Gate.io,gate,False,1.699,142240,0.01936738210970756,False
certik,CertiK,ctk,CTK,BUSD,Binance,binance,False,1.706,382219,0.052042895265679935,False
certik,CertiK,ctk,CTK,BTC,Binance,binance,False,3.724e-05,302484,0.04118618679747456,False
certik,CertiK,ctk,CTK,KRW,Bithumb,bithumb,False,2087.0,174466,0.02375527057896681,False
certik,CertiK,ctk,CTK,USDT,Hoo.com,hoo,False,1.696,82729,0.011264371165312126,False
certik,CertiK,ctk,CTK,BNB,Binance,binance,False,0.003373,169413,0.023067254677670745,False
certik,CertiK,ctk,CTK,USDT,CoinEx,coinex,False,1.7037,10494.21,0.0014288904317316799,False
certik,CertiK,ctk,CTK,USDT,Hotbit,hotbit,False,1.7139,297510,0.04050892752713088,False
certik,CertiK,ctk,CTK,UST,Bitfinex,bitfinex,False,1.7069,17632.88,0.0024008909213626283,False
certik,CertiK,ctk,CTK,USDT,Bitrue,bitrue,False,1.719,826213,0.11249706745646662,False
certik,CertiK,ctk,CTK,BTC,Hotbit,hotbit,False,3.69e-05,290621,0.039570922076106026,False
certik,CertiK,ctk,CTK,USD,Bitfinex,bitfinex,False,1.7716,12415.54,0.001690498504487898,False
certik,CertiK,ctk,CTK,USD,Liquid,quoine,False,1.705,24378,0.0033193056880655995,False
certik,CertiK,ctk,CTK,BTC,Liquid,quoine,False,3.803e-05,21814,0.0029701917417123223,False
certik,CertiK,ctk,CTK,BTC,Bithumb,bithumb,False,3.776e-05,867.0,0.00011805062070526191,False
certik,CertiK,ctk,CTK,USDT,Nominex,nominex,False,1.728,7792.23,0.0010609891443808107,False
certik,CertiK,ctk,CTK,BTC,HitBTC,hitbtc,False,3.8027e-05,274.78,3.74140133303251e-05,False
certik,CertiK,ctk,CTK,BUSD,Nominex,nominex,False,1.729,1652.47,0.00022500012594789406,False
certik,CertiK,ctk,CTK,BTC,Nominex,nominex,False,3.708e-05,383.76,5.225271764919413e-05,False
certik,CertiK,ctk,CTK,BNB,Nominex,nominex,False,0.003404,558.47,7.60412112402164e-05,False
certik,CertiK,ctk,BUSD,CTK,OpenOcean,openocean_finance,False,0.63103065,131.3,1.7877792962630784e-05,True
e-money,e-Money,ngm,IBC/1DC495FCEFDA068A3820F903EDBD78B942FBD204D7E93D3BA2B432E9669D1A59,UOSMO,Osmosis,osmosis,False,0.14609029879973656,82390,0.17456174176133835,False
e-money,e-Money,ngm,IBC/1DC495FCEFDA068A3820F903EDBD78B942FBD204D7E93D3BA2B432E9669D1A59,IBC/5973C068568365FFF40DEDCF1A1CB7582B6116B731CD31A12231AE25E20B871F,Osmosis,osmosis,False,1.124564514,94993,0.20126403125542924,False
e-money,e-Money,ngm,IBC/1DC495FCEFDA068A3820F903EDBD78B942FBD204D7E93D3BA2B432E9669D1A59,IBC/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,Osmosis,osmosis,False,0.030767488407083432,23269,0.04930060892152667,False
e-money,e-Money,ngm,NGM,USDT,KuCoin,kucoin,False,1.2179,55064,0.11666546605590891,False
e-money,e-Money,ngm,NGM,USDT,AscendEX (BitMax),bitmax,False,1.0706,168960,0.3579797534651745,False
e-money,e-Money,ngm,USDT,0XED0D5747A9AB03A75FBFEC3228CD55848245B75D,Uniswap (v3),uniswap,False,0.776820656865394,18934.14,0.04011623324618312,False
e-money,e-Money,ngm,NGM,ROWAN,Sifchain,sifchain,False,7.092728334905478,27172,0.057569992075968995,False
verus-coin,Verus Coin,vrsc,VRSC,BTC,STEX,stocks_exchange,False,1.495e-05,843.85,0.9665208228341046,False
verus-coin,Verus Coin,vrsc,VRSC,SAFE,SafeTrade,safe_trade,False,0.9031,22.88,0.026206075044669444,False
verus-coin,Verus Coin,vrsc,VRSC,BTC,Graviex,graviex,False,1.4658e-05,5.67,0.006494250240527786,False
verus-coin,Verus Coin,vrsc,VRSC,LTC,SafeTrade,safe_trade,False,0.00472,330.88,0.3789801621844504,True
verus-coin,Verus Coin,vrsc,VRSC,BTC,SafeTrade,safe_trade,False,1.543e-05,5714.42,6.545127594263985,True
verus-coin,Verus Coin,vrsc,VRSC,ETH,SafeTrade,safe_trade,False,0.00021,1083.24,1.240711045952261,True
verus-coin,Verus Coin,vrsc,VRSC,KMD,SafeTrade,safe_trade,False,1.10994,1.63,0.0018669537728501395,True
darwinia-network-native-token,Darwinia Network Native Token,ring,RING,USDT,Huobi Global,huobi,False,0.04185,81671,0.20284984774649917,False
darwinia-network-native-token,Darwinia Network Native Token,ring,RING,USDT,Gate.io,gate,False,0.04231,36507,0.09067403841855058,False
darwinia-network-native-token,Darwinia Network Native Token,ring,RING,USDT,MEXC Global,mxc,False,0.0418,170428,0.4232995047414671,False
darwinia-network-native-token,Darwinia Network Native Token,ring,RING,USDT,BKEX,bkex,False,0.0417,43543,0.10814966047220939,False
darwinia-network-native-token,Darwinia Network Native Token,ring,RING,USDT,CoinTiger,cointiger,False,0.042014,1110.89,0.002759166256848924,False
darwinia-network-native-token,Darwinia Network Native Token,ring,RING,USDT,AEX,aex,False,0.04217,94902,0.23571226323711308,False
darwinia-network-native-token,Darwinia Network Native Token,ring,RING,USDT,Hotbit,hotbit,False,0.042405,61975,0.15393002796695626,False
darwinia-network-native-token,Darwinia Network Native Token,ring,RING,BTC,Huobi Global,huobi,False,9.262e-07,3242.52,0.008053589258304397,False
darwinia-network-native-token,Darwinia Network Native Token,ring,RING,USDT,Hoo.com,hoo,False,0.042318,34732,0.08626539300279669,False
darwinia-network-native-token,Darwinia Network Native Token,ring,RING,USDT,BigONE,bigone,False,0.0426,60443,0.15012493231797883,False
darwinia-network-native-token,Darwinia Network Native Token,ring,RING,USDT,Bitforex,bitforex,False,0.041806,24740,0.06144782399197254,False
darwinia-network-native-token,Darwinia Network Native Token,ring,RING,USDT,CoinEx,coinex,False,0.041376,7964.8,0.01978252338444878,False
darwinia-network-native-token,Darwinia Network Native Token,ring,0X9469D013805BFFB7D3DEBE5E7839237E535EC483,0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Uniswap (v2),uniswap_v2,False,1.13156806320313e-05,8509.47,0.021135344172391695,False
darwinia-network-native-token,Darwinia Network Native Token,ring,RING,USDT,BiONE,bione,False,0.041959,38426,0.0954403429553572,False
darwinia-network-native-token,Darwinia Network Native Token,ring,RING,USDT,Poloniex,poloniex,False,0.04128,1143.17,0.0028393415098182397,False
darwinia-network-native-token,Darwinia Network Native Token,ring,RING,ETH,Gate.io,gate,False,1.087e-05,304.56,0.0007564490410264817,True
bifrost,Bifrost,bfc,BFC,BTC,Upbit,upbit,False,4.41e-06,1477725,0.442509080161453,False
bifrost,Bifrost,bfc,BFC,KRW,Bithumb,bithumb,False,247.9,363828,0.10894936041346065,False
bifrost,Bifrost,bfc,BFC,USDT,Gate.io,gate,False,0.20477,1767.53,0.0005292920363787396,False
bifrost,Bifrost,bfc,0X0C7D5AE016F806603CB1782BEA29AC69471CAB9C,0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Sushiswap,sushiswap,False,5.39727977189852e-05,42166,0.01262673222290198,False
bifrost,Bifrost,bfc,0X0C7D5AE016F806603CB1782BEA29AC69471CAB9C,0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Uniswap (v2),uniswap_v2,False,5.40318269076182e-05,1220.68,0.00036553620191272565,False
bifrost,Bifrost,bfc,BFC,BTC,Bithumb,bithumb,False,4.45e-06,106.3,3.1831846399812184e-05,False
bifrost,Bifrost,bfc,BFC,ETH,Gate.io,gate,False,5.411e-05,10.02,3.000518353020866e-06,False
bifrost,Bifrost,bfc,BFC,ETH,Bilaxy,bilaxy,False,5.4683e-05,5418.65,0.0016226306161273968,False
bifrost,Bifrost,bfc,BFC,BTC,Upbit Indonesia ,upbit_indonesia,False,4.41e-06,1439107,0.43094480693221554,False
bifrost,Bifrost,bfc,BFC,BTC,Bittrex,bittrex,False,4.27e-06,33.82,1.0127498073769032e-05,True
kardiachain,KardiaChain,kai,0XFB62AE373ACA027177D1C18EE0862817F9080D08,0XAF984E23EAA3E7967F3C5E007FBE397D8566D23D,Kaidex,kaidex,False,18.5328755174805,71670,0.036756070367335046,False
kardiachain,KardiaChain,kai,0XAF984E23EAA3E7967F3C5E007FBE397D8566D23D,0X551A5DCAC57C66AA010940C2DCFF5DA9C53AA53B,Kaidex,kaidex,False,0.071311414723026,306412,0.15714386819304962,False
kardiachain,KardiaChain,kai,KAI,USDT,KuCoin,kucoin,False,0.071353,610336,0.31301176173737694,False
kardiachain,KardiaChain,kai,0XAF984E23EAA3E7967F3C5E007FBE397D8566D23D,0X92364EC610EFA050D296F1EEB131F2139FB8810E,Kaidex,kaidex,False,0.0715777643820825,162100,0.083133235754779,False
kardiachain,KardiaChain,kai,KAI,USDT,Gate.io,gate,False,0.07105,234429,0.12022727529153046,False
kardiachain,KardiaChain,kai,0XD675FF2B0FF139E14F86D87B7A6049CA7C66D76E,0XAF984E23EAA3E7967F3C5E007FBE397D8566D23D,Kaidex,kaidex,False,0.169188878593838,10283.59,0.005273955039330585,False
kardiachain,KardiaChain,kai,KAI,ETH,KuCoin,kucoin,False,1.891e-05,22205,0.011387868599228057,False
kardiachain,KardiaChain,kai,0XAF984E23EAA3E7967F3C5E007FBE397D8566D23D,0X5C5058DE24497359FF64F7318F5C2B5581FF6B05,Kaidex,kaidex,False,0.217976706357369,1714.44,0.0008792532060914455,False
kardiachain,KardiaChain,kai,0X39AE8EEFB05138F418BB27659C21632DC1DDAB10,WBNB,PancakeSwap (v2),pancakeswap_new,False,0.000137658653486549,48701,0.024976383186264606,False
kardiachain,KardiaChain,kai,KAI,BTC,KuCoin,kucoin,False,1.5306e-06,57913,0.029700771636437487,False
kardiachain,KardiaChain,kai,0XAF984E23EAA3E7967F3C5E007FBE397D8566D23D,0X1540020A94AA8BC189AA97639DA213A4CA49D9A7,Kaidex,kaidex,False,1.92445691971262e-05,4103.58,0.0021045273508858483,False
kardiachain,KardiaChain,kai,0XAF984E23EAA3E7967F3C5E007FBE397D8566D23D,0X5FFD7A138422CBBCFB53908AD51F656D7C6C640F,Kaidex,kaidex,False,0.0995181345087388,11363.47,0.005827773167812206,False
kardiachain,KardiaChain,kai,KAI,IDR,Indodax,indodax,False,1040.0,118395,0.06071905889689735,False
kardiachain,KardiaChain,kai,0XAF984E23EAA3E7967F3C5E007FBE397D8566D23D,0X2EDDBA8B949048861D2272068A94792275A51658,Kaidex,kaidex,False,3.77292416251973,11608.14,0.005953252555795684,False
kardiachain,KardiaChain,kai,KAI,USDT,Bibox,bibox,False,0.071597,109997,0.05641213160591256,False
kardiachain,KardiaChain,kai,0XAF984E23EAA3E7967F3C5E007FBE397D8566D23D,0X6CD689DEFCA80F9F2CBED9D0C6F3B2CF4ABC4598,Kaidex,kaidex,False,4.15789247623571,2900.0,0.0014872694860509508,False
kardiachain,KardiaChain,kai,KAI,USDT,Hotbit,hotbit,False,0.07151999,4261.46,0.00218549635311265,False
kardiachain,KardiaChain,kai,KAI,USDT,CoinEx,coinex,False,0.071743,12218.76,0.006266409967372385,False
